-199929600,B.C.,1
-199929600,CA,28
-199929600,NV,2
-197337600,B.C.,3
-197337600,CA,30
-197337600,NV,4
-194659200,CA,20
-194659200,Mexico,2
-194659200,NV,3
-192067200,CA,21
-192067200,NV,2
-189388800,B.C.,1
-189388800,CA,20
-189388800,NV,3
-186710400,CA,24
-186710400,NV,3
-184204800,CA,14
-184204800,NV,2
-181526400,B.C.,2
-181526400,CA,9
-181526400,NV,4
-178934400,B.C.,1
-178934400,CA,11
-178934400,NV,2
-178934400,Son.,1
-176256000,B.C.,2
-176256000,CA,19
-176256000,NV,5
-173664000,B.C.,2
-173664000,CA,8
-173664000,Ca,2
-173664000,NV,2
-170985600,CA,14
-170985600,NV,3
-168307200,B.C.,2
-168307200,CA,13
-168307200,NV,5
-165715200,B.C.,1
-165715200,CA,19
-165715200,NV,3
-163036800,B.C.,1
-163036800,CA,29
-163036800,NV,2
-160444800,B.C.,2
-160444800,CA,15
-160444800,NV,6
-157766400,B.C.,4
-157766400,CA,15
-157766400,Ca,1
-157766400,NV,1
-155088000,B.C.,1
-155088000,CA,19
-155088000,NV,5
-152668800,B.C.,1
-152668800,CA,10
-152668800,Ca,1
-152668800,NV,3
-149990400,B.C.,1
-149990400,CA,19
-149990400,NV,5
-147398400,B.C.,1
-147398400,CA,2
-147398400,NV,6
-147398400,Washington,1
-144720000,AZ,1
-144720000,B.C.,1
-144720000,CA,34
-144720000,NV,6
-142128000,CA,19
-142128000,NV,2
-139449600,B.C.,4
-139449600,CA,27
-139449600,NV,3
-136771200,CA,23
-136771200,NV,3
-134179200,B.C.,3
-134179200,CA,21
-131500800,B.C.,3
-131500800,CA,16
-131500800,NV,2
-128908800,B.C.,1
-128908800,CA,28
-128908800,NV,3
-126230400,CA,20
-126230400,NV,4
-123552000,B.C.,1
-123552000,CA,12
-123552000,NV,2
-121132800,B.C.,2
-121132800,CA,10
-121132800,NV,6
-118454400,B.C.,1
-118454400,CA,7
-118454400,NV,7
-115862400,B.C.,3
-115862400,CA,13
-115862400,Ca,1
-115862400,NV,7
-113184000,CA,40
-113184000,NV,6
-110592000,B.C.,1
-110592000,CA,13
-110592000,Ca,12
-110592000,NV,2
-107913600,B.C.,2
-107913600,CA,14
-107913600,NV,2
-107913600,Nevada,1
-105235200,CA,21
-105235200,California,1
-105235200,NV,2
-102643200,CA,19
-102643200,NV,1
-99964800,B.C.,2
-99964800,CA,18
-99964800,NV,4
-97372800,CA,10
-97372800,NV,3
-94694400,B.C.,6
-94694400,CA,45
-94694400,NV,6
-92016000,B.C.,6
-92016000,CA,15
-92016000,NV,3
-89596800,B.C.,3
-89596800,CA,15
-89596800,NV,2
-86918400,B.C.,1
-86918400,CA,17
-86918400,NV,3
-84326400,B.C.,3
-84326400,CA,26
-84326400,NV,6
-81648000,B.C.,1
-81648000,CA,20
-81648000,NV,7
-79056000,B.C.,2
-79056000,CA,20
-79056000,NV,1
-76377600,B.C.,3
-76377600,CA,19
-76377600,NV,6
-73699200,B.C.,11
-73699200,CA,16
-73699200,NV,4
-71107200,B.C.,2
-71107200,CA,17
-71107200,NV,3
-68428800,CA,11
-68428800,NV,2
-65836800,B.C.,2
-65836800,CA,20
-65836800,Ca,1
-65836800,NV,3
-63158400,B.C.,1
-63158400,CA,31
-63158400,NV,3
-60480000,B.C.,1
-60480000,CA,15
-60480000,NV,8
-57974400,B.C.,1
-57974400,CA,19
-57974400,NV,6
-55296000,B.C.,29
-55296000,CA,138
-55296000,NV,11
-52704000,B.C.,6
-52704000,CA,50
-52704000,NV,12
-50025600,B.C.,3
-50025600,CA,53
-50025600,NV,8
-47433600,B.C.,2
-47433600,CA,52
-47433600,NV,3
-44755200,B.C.,2
-44755200,CA,22
-44755200,NV,3
-42076800,B.C.,6
-42076800,CA,6
-42076800,NV,5
-39484800,B.C.,4
-39484800,CA,32
-39484800,NV,3
-36806400,B.C.,6
-36806400,CA,12
-36806400,NV,6
-34214400,B.C.,4
-34214400,CA,28
-34214400,NV,8
-31536000,B.C.,4
-31536000,CA,22
-31536000,NV,28
-28857600,B.C.,6
-28857600,CA,21
-28857600,NV,3
-28857600,Washington,2
-26438400,B.C.,5
-26438400,CA,21
-26438400,Mexico,2
-26438400,NV,3
-26438400,Washington,3
-23760000,B.C.,7
-23760000,CA,27
-23760000,NV,2
-23760000,Washington,7
-21168000,B.C.,6
-21168000,CA,30
-21168000,NV,4
-21168000,Washington,5
-18489600,B.C.,10
-18489600,CA,44
-18489600,NV,2
-18489600,Washington,1
-15897600,B.C.,4
-15897600,CA,35
-15897600,NV,3
-15897600,Washington,3
-13219200,B.C.,6
-13219200,CA,39
-13219200,Ca,4
-13219200,NV,2
-13219200,Washington,10
-10540800,B.C.,4
-10540800,CA,45
-10540800,NV,8
-10540800,Washington,5
-7948800,B.C.,6
-7948800,CA,71
-7948800,Ca,1
-7948800,NV,6
-7948800,Washington,11
-5270400,B.C.,2
-5270400,CA,60
-5270400,Ca,1
-5270400,NV,2
-5270400,Washington,8
-2678400,B.C.,5
-2678400,CA,38
-2678400,NV,6
0,B.C.,3
0,CA,37
0,Ca,1
0,NV,2
0,Washington,3
2678400,B.C.,4
2678400,CA,18
2678400,NV,6
2678400,Washington,1
5097600,B.C.,7
5097600,CA,21
5097600,NV,9
5097600,Washington,2
7776000,B.C.,3
7776000,CA,13
7776000,NV,3
7776000,Washington,3
10368000,B.C.,6
10368000,CA,24
10368000,NV,10
10368000,Washington,1
13046400,B.C.,3
13046400,CA,20
13046400,NV,1
13046400,Washington,1
15638400,B.C.,11
15638400,CA,35
15638400,NV,2
15638400,Washington,3
18316800,B.C.,4
18316800,CA,29
18316800,NV,2
18316800,Washington,5
20995200,B.C.,6
20995200,CA,62
20995200,NV,1
20995200,Oregon,1
20995200,Washington,7
23587200,B.C.,4
23587200,CA,24
23587200,NV,4
23587200,Oregon,1
23587200,Washington,6
26265600,B.C.,5
26265600,CA,26
26265600,NV,3
26265600,Washington,8
28857600,B.C.,3
28857600,CA,20
28857600,NV,4
28857600,Washington,5
31536000,B.C.,5
31536000,CA,34
31536000,Washington,9
34214400,CA,306
34214400,NV,2
34214400,Washington,3
36633600,B.C.,4
36633600,CA,62
36633600,Washington,4
39312000,B.C.,2
39312000,CA,53
39312000,Mexico,1
39312000,Washington,4
41904000,B.C.,2
41904000,CA,43
41904000,Washington,3
44582400,B.C.,1
44582400,CA,41
44582400,NV,4
44582400,Washington,4
47174400,B.C.,1
47174400,CA,44
47174400,NV,6
47174400,Oregon,1
47174400,Washington,1
49852800,B.C.,1
49852800,CA,33
49852800,NV,4
49852800,Washington,5
52531200,CA,32
52531200,Ca,1
52531200,NV,3
52531200,Washington,8
55123200,B.C.,2
55123200,CA,45
55123200,NV,2
55123200,Washington,6
57801600,B.C.,4
57801600,CA,31
57801600,NV,1
57801600,Washington,5
60393600,B.C.,2
60393600,CA,15
60393600,NV,3
60393600,Washington,8
63072000,B.C.,4
63072000,CA,30
63072000,NV,1
63072000,Washington,8
65750400,B.C.,1
65750400,CA,21
65750400,Mexico,1
65750400,NV,2
65750400,Washington,2
68256000,B.C.,3
68256000,CA,23
68256000,NV,1
68256000,Washington,3
70934400,B.C.,3
70934400,CA,33
70934400,NV,1
70934400,Washington,3
73526400,B.C.,1
73526400,CA,16
73526400,NV,4
73526400,Washington,7
76204800,B.C.,2
76204800,CA,29
76204800,NV,2
76204800,Washington,10
78796800,CA,25
78796800,NV,3
78796800,Washington,4
81475200,B.C.,1
81475200,CA,20
81475200,NV,1
81475200,Oregon,2
81475200,Washington,1
84153600,B.C.,2
