DATE,Date_For_Analysis,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Delaware,D.C.,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Mass.,Michigan,Minn.,Mississippi,Missouri,Montana,Nebraska,Nevada,N. Hamp.,N. Jersey,N. Mexico,N. York,N. Carolina,N. Dakota,Ohio,Oklahoma,Oregon,Penn.,Rhode Is.,S. Carolina,S. Dakota,Tennesee,Texas,Utah,Vermont,Virginia,Wash.,W. Virgina,Wisconsin,Wyoming,TOTAL US,TOTAL
3/17/2017,2017-03,2,4,0,1,7,30,0,0,0,0,0,0,2,0,0,0,0,37,0,0,0,0,0,4,0,0,0,0,0,0,45,1,0,42,21,111,0,32,0,0,0,0,395,9,0,0,0,10,0,17,770,789
3/24/2017,2017-03,2,5,0,1,8,30,0,0,0,0,0,0,2,0,0,0,0,36,0,0,0,0,0,4,0,0,0,0,0,0,48,1,0,43,21,118,0,33,0,0,0,0,403,9,0,0,0,11,0,16,791,809
3/31/2017,2017-03,2,8,0,1,8,28,0,0,0,0,0,0,2,0,0,0,0,38,0,0,0,0,0,5,0,0,0,0,0,0,50,1,0,42,21,118,0,33,0,0,0,0,410,8,0,0,0,11,0,16,802,824
4/7/2017,2017-04,2,7,0,1,8,28,0,0,0,0,0,0,2,0,0,0,0,39,0,0,0,0,0,5,0,0,0,0,0,0,51,1,0,42,21,122,0,33,0,0,0,0,417,8,0,0,0,12,0,18,817,839
4/13/2017,2017-04,2,5,0,1,9,28,0,0,0,0,0,0,2,0,0,0,0,38,0,0,0,0,0,2,0,0,0,0,0,0,58,1,0,43,22,125,0,33,0,0,0,0,419,8,0,0,0,12,0,18,826,847
4/21/2017,2017-04,2,6,0,1,9,29,0,0,0,0,0,0,2,0,0,0,0,39,0,0,0,0,0,2,0,0,0,0,0,0,58,1,0,44,22,124,0,34,0,0,0,0,425,8,0,0,0,12,0,19,837,857
4/28/2017,2017-04,3,6,0,1,9,29,0,0,1,0,0,0,2,0,0,0,0,42,0,0,0,0,0,1,0,0,0,0,0,0,55,1,0,44,22,127,0,34,0,0,0,0,436,8,0,0,0,12,0,20,853,870
5/5/2017,2017-05,3,7,0,1,9,30,0,0,1,0,0,0,2,0,0,0,1,45,0,0,0,1,0,1,0,0,0,0,0,0,56,0,0,43,22,120,0,33,0,0,0,0,442,8,0,0,0,11,0,22,858,877
5/12/2017,2017-05,3,6,0,1,9,31,0,0,1,0,0,0,2,0,0,0,1,43,0,0,0,1,0,1,0,0,0,0,0,0,55,0,0,44,23,118,0,33,0,0,0,0,450,8,0,0,0,11,0,23,864,885
5/19/2017,2017-05,4,6,0,1,9,29,0,0,0,0,0,0,2,0,0,0,1,42,0,0,0,0,0,1,0,0,0,0,0,0,56,0,0,44,24,122,0,35,0,0,0,0,458,8,0,0,0,11,0,25,878,901
5/26/2017,2017-05,3,7,0,1,9,34,0,0,0,0,0,0,2,0,0,0,1,42,0,0,0,0,0,1,0,0,0,0,0,0,57,0,0,45,24,123,0,35,0,0,0,0,457,8,0,0,0,11,0,25,885,908
6/2/2017,2017-06,3,7,0,1,9,35,0,0,0,0,0,0,3,0,0,0,1,42,0,0,0,0,0,1,0,0,0,0,0,0,55,0,0,46,25,126,0,33,0,0,0,0,462,8,0,0,0,11,0,25,893,916
6/9/2017,2017-06,3,4,0,1,9,34,0,0,0,0,0,0,3,0,0,0,0,43,0,0,0,0,0,3,0,0,0,0,0,0,59,0,0,46,27,131,0,34,0,0,0,0,460,9,0,0,0,13,0,26,905,927
6/16/2017,2017-06,3,6,0,1,10,36,0,0,0,0,0,0,3,0,0,0,0,44,0,0,0,0,0,3,0,0,0,0,0,0,61,0,0,49,27,127,0,34,0,0,0,0,460,9,0,0,0,13,0,25,911,933
6/23/2017,2017-06,3,4,0,1,11,37,0,0,0,0,0,0,3,0,0,0,0,46,0,0,0,0,0,3,0,0,0,0,0,0,60,0,0,52,27,132,0,34,0,0,0,0,460,8,0,0,0,13,0,25,919,941
6/30/2017,2017-06,3,4,0,1,11,36,0,0,0,0,0,0,3,0,0,0,0,46,0,0,0,0,0,3,0,0,0,0,0,0,60,0,0,52,27,132,0,34,0,0,0,0,461,8,0,0,0,13,0,25,919,940
7/7/2017,2017-07,3,8,0,1,11,36,0,0,0,0,0,0,3,0,0,0,0,48,0,0,0,0,0,3,0,1,1,0,0,0,59,0,0,52,27,136,0,34,0,0,0,0,463,7,0,0,0,13,0,25,931,952
7/14/2017,2017-07,3,6,0,1,11,37,0,0,0,0,0,0,3,0,0,0,0,46,0,0,0,0,0,3,0,1,0,0,0,0,59,0,0,53,27,134,0,34,0,0,0,0,466,9,0,0,0,13,0,25,931,952
7/21/2017,2017-07,2,5,0,1,13,37,0,0,0,0,0,0,1,0,0,0,2,48,0,0,0,0,0,3,0,1,0,0,0,0,57,0,0,54,27,131,0,34,0,0,0,0,463,10,0,0,0,13,0,25,927,950
7/28/2017,2017-07,2,4,0,1,13,37,0,0,0,0,0,0,1,0,0,0,2,49,0,0,0,0,0,1,0,1,0,0,0,0,61,0,0,54,28,134,0,34,0,0,0,0,462,10,0,0,0,14,0,26,934,958
8/4/2017,2017-08,2,5,0,1,13,37,0,0,0,0,0,0,1,0,0,0,2,51,0,0,0,0,0,1,0,1,0,0,0,0,60,0,0,53,28,132,0,34,0,0,0,0,466,10,0,0,0,14,0,26,937,954
8/11/2017,2017-08,2,5,0,1,14,37,0,0,0,0,0,0,1,0,0,0,2,49,0,0,0,0,0,2,0,1,0,0,0,0,61,0,0,53,28,132,0,34,0,0,0,0,459,10,0,0,0,14,0,26,931,949
8/18/2017,2017-08,2,5,0,1,16,37,0,0,0,0,0,0,1,0,0,0,2,49,0,0,0,0,0,2,0,1,0,0,0,0,62,0,0,51,28,131,0,34,0,0,0,0,459,9,0,0,0,14,0,26,930,946
8/25/2017,2017-08,2,4,0,1,16,37,0,0,0,0,0,0,1,0,0,0,2,50,0,0,0,0,0,2,0,1,0,0,0,0,62,0,0,52,29,130,0,31,0,0,0,0,455,8,0,0,0,14,0,26,923,940
9/1/2017,2017-09,2,6,0,1,16,37,0,0,0,0,0,0,1,0,0,0,2,51,0,0,0,0,0,2,0,0,0,0,0,0,65,0,0,52,29,130,0,32,0,0,0,0,454,8,0,0,0,14,0,25,927,943
9/8/2017,2017-09,1,4,0,0,16,36,0,0,0,0,0,0,1,0,0,0,2,50,0,0,0,0,0,3,0,0,0,0,0,0,68,0,0,53,29,130,0,33,0,0,0,0,454,8,0,0,0,15,0,25,928,944
9/15/2017,2017-09,1,4,0,0,16,35,0,0,0,0,0,0,1,0,0,0,2,46,0,0,0,0,0,3,0,0,0,0,0,0,67,0,0,52,29,130,0,33,0,0,0,0,451,8,0,0,0,16,0,25,919,936
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
