DATE,Date_For_Analysis,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Delaware,D.C.,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Mass.,Michigan,Minn.,Mississippi,Missouri,Montana,Nebraska,Nevada,N. Hamp.,N. Jersey,N. Mexico,N. York,N. Carolina,N. Dakota,Ohio,Oklahoma,Oregon,Penn.,Rhode Is.,S. Carolina,S. Dakota,Tennesee,Texas,Utah,Vermont,Virginia,Wash.,W. Virgina,Wisconsin,Wyoming,TOTAL US,TOTAL
12/19/2014,2014-12,6,11,0,12,43,68,0,0,0,0,0,0,1,2,0,30,3,57,0,0,0,0,0,14,0,9,2,0,0,0,103,0,0,172,45,205,0,55,0,0,0,0,867,23,0,0,0,31,0,58,1817,1875
12/26/2014,2014-12,6,10,0,12,26,69,0,0,0,0,0,0,1,2,0,29,3,58,0,0,0,0,0,14,0,10,2,0,0,0,102,0,0,169,47,209,0,54,0,0,0,0,851,23,0,0,0,28,0,57,1782,1840
1/2/2015,2015-01,6,9,0,11,21,66,0,0,0,0,0,0,1,2,0,29,3,58,0,0,0,0,0,14,0,10,2,0,0,0,101,0,0,169,46,209,0,53,0,0,0,0,839,23,0,0,0,28,0,56,1756,1811
1/9/2015,2015-01,4,11,0,13,21,65,0,0,0,0,0,0,1,2,0,26,3,57,0,0,0,0,0,14,0,9,2,0,0,0,95,0,0,162,47,206,0,51,0,0,0,0,810,18,0,0,0,28,0,51,1696,1750
1/16/2015,2015-01,7,11,0,11,17,64,0,0,0,0,0,0,1,2,0,24,1,56,0,0,0,0,0,12,0,9,3,0,0,0,92,0,0,156,48,201,0,51,0,0,0,0,766,17,0,0,0,26,0,47,1622,1676
1/23/2015,2015-01,8,11,0,12,14,64,0,0,1,0,0,0,1,2,0,23,3,57,0,0,0,0,0,9,0,6,3,0,0,0,89,0,0,147,44,193,0,53,0,0,0,0,753,15,0,0,0,25,0,46,1579,1633
1/30/2015,2015-01,7,10,0,12,14,63,0,0,1,0,0,0,1,2,0,22,3,61,0,0,0,0,0,8,0,5,3,0,0,0,87,0,0,143,41,183,0,54,0,0,0,0,695,14,0,0,0,23,0,42,1494,1543
2/6/2015,2015-02,7,10,0,12,14,55,0,0,1,0,0,0,2,1,0,18,4,59,0,0,0,0,0,8,0,5,4,0,0,0,78,0,0,132,39,176,0,54,0,0,0,0,654,12,0,0,0,19,0,42,1406,1456
2/13/2015,2015-02,5,10,0,11,14,49,0,0,1,0,0,0,2,1,0,18,4,58,0,0,0,0,0,8,0,5,3,0,0,0,66,0,0,123,37,171,0,54,0,0,0,0,598,12,0,0,0,17,0,39,1306,1358
2/20/2015,2015-02,5,7,0,11,13,47,0,0,1,0,0,0,2,1,0,18,4,57,0,0,0,0,0,7,0,4,3,0,0,0,72,0,0,119,37,155,0,54,0,0,0,0,576,11,0,0,0,17,0,35,1256,1310
2/27/2015,2015-02,5,12,0,11,13,44,0,0,1,0,0,0,1,2,0,17,2,54,0,0,0,0,0,7,0,3,3,0,0,0,68,0,0,108,36,146,0,54,0,0,0,0,569,11,0,0,0,16,0,33,1216,1267
3/6/2015,2015-03,3,12,0,11,12,39,0,0,1,0,0,0,1,1,0,15,2,52,0,0,0,0,0,4,0,3,3,0,0,0,61,0,0,105,35,139,0,47,0,0,0,0,537,9,0,0,0,17,0,32,1141,1192
3/13/2015,2015-03,2,11,0,11,12,37,0,0,1,0,0,0,1,1,0,14,2,48,0,0,0,0,0,5,0,3,3,0,0,0,58,0,0,101,31,134,0,47,0,0,0,0,500,8,0,0,0,18,0,29,1077,1125
3/20/2015,2015-03,2,15,0,9,13,39,0,0,1,0,0,0,1,1,0,12,2,41,0,0,0,0,0,5,0,1,3,0,0,0,53,0,0,98,28,136,0,50,0,0,0,0,464,8,0,0,0,21,0,29,1032,1069
3/27/2015,2015-03,2,12,0,9,12,37,0,0,1,0,0,0,1,1,0,13,2,40,0,0,0,0,0,3,0,1,3,0,0,0,51,0,0,96,28,133,0,51,0,0,0,0,461,8,0,0,0,21,0,28,1014,1048
4/2/2015,2015-04,2,13,0,8,13,37,0,0,1,0,1,0,1,1,0,12,2,39,0,0,0,0,0,3,0,1,3,0,0,0,51,0,0,90,27,129,0,50,0,0,0,0,455,8,0,0,0,22,0,28,997,1028
4/10/2015,2015-04,2,13,0,9,13,36,0,0,1,0,1,0,1,1,0,13,2,37,0,0,0,0,0,4,0,1,3,0,0,0,47,0,0,88,26,124,0,50,0,0,0,0,426,8,0,0,0,22,0,27,955,988
4/17/2015,2015-04,2,12,0,8,12,36,0,0,1,0,1,0,1,0,0,11,2,41,0,0,0,0,0,4,0,1,3,0,0,0,49,0,0,83,25,118,0,48,0,0,0,0,411,7,0,0,0,22,0,23,921,954
4/24/2015,2015-04,4,11,0,9,13,37,0,0,1,0,1,0,1,0,0,12,2,42,0,0,0,0,0,4,0,1,2,0,0,0,48,0,0,78,25,115,0,49,0,0,0,0,392,7,0,0,0,21,0,23,898,932
5/1/2015,2015-05,4,10,0,8,13,37,0,0,1,0,1,0,1,0,0,11,2,41,0,0,0,0,0,3,0,1,2,0,0,0,46,0,0,79,25,108,0,47,0,0,0,0,379,7,0,0,0,21,0,24,871,905
5/8/2015,2015-05,4,10,0,7,12,39,0,0,1,0,1,0,4,0,0,10,2,38,0,0,0,0,0,4,0,0,3,0,0,0,44,0,0,80,24,102,0,47,0,0,0,0,378,6,0,0,0,20,0,24,860,894
5/15/2015,2015-05,3,9,0,6,12,39,0,0,1,0,0,0,4,0,0,14,0,41,0,0,0,0,0,5,0,0,2,0,0,0,44,0,0,79,24,103,0,46,0,0,0,0,372,7,0,0,0,21,0,22,854,888
5/22/2015,2015-05,2,9,0,8,12,39,0,0,1,0,0,0,4,0,0,13,0,42,0,0,0,0,0,4,0,0,2,0,0,0,47,0,0,78,23,104,0,49,0,0,0,0,372,7,0,0,0,18,0,22,856,885
5/29/2015,2015-05,2,10,0,6,10,41,0,0,1,0,0,0,4,0,0,13,0,39,0,0,0,0,0,2,0,0,2,0,0,0,48,0,0,77,23,106,0,47,0,0,0,0,368,7,0,0,0,18,0,22,846,875
6/5/2015,2015-06,1,10,0,5,11,39,0,0,1,0,0,0,3,0,0,14,0,43,0,0,0,0,0,2,0,0,2,1,0,0,46,0,0,76,22,106,0,46,0,0,0,0,364,7,0,0,0,20,0,22,841,868
6/12/2015,2015-06,0,9,0,5,11,38,0,0,1,0,0,0,2,0,0,13,0,42,0,0,0,0,0,1,0,0,2,1,0,0,45,0,0,76,21,107,0,46,0,0,0,0,363,6,0,0,0,19,0,22,830,859
6/19/2015,2015-06,0,10,0,5,11,38,0,0,1,0,0,0,3,0,0,13,0,42,0,0,0,0,0,1,0,0,2,1,0,0,43,0,0,77,20,105,0,47,0,0,0,0,363,8,0,0,0,19,0,21,830,857
6/26/2015,2015-06,0,10,0,5,11,38,0,0,1,0,0,0,2,0,0,13,1,47,0,0,0,0,0,3,0,0,2,1,0,0,44,0,0,74,17,105,0,47,0,0,0,0,361,8,0,0,0,20,0,21,831,859
7/2/2015,2015-07,0,10,0,4,11,37,0,0,1,0,0,0,2,0,0,12,2,44,0,0,0,0,0,3,0,1,2,1,0,0,45,0,0,76,18,106,0,47,0,0,0,0,363,8,0,0,0,19,0,21,833,862
7/10/2015,2015-07,0,10,0,4,12,38,0,0,1,0,0,0,2,0,0,10,2,41,0,0,0,0,0,4,0,1,2,1,0,0,49,1,0,70,19,106,0,45,0,0,0,0,368,7,0,0,0,18,0,21,832,863
7/17/2015,2015-07,0,11,0,4,11,39,0,0,1,0,0,0,2,0,0,11,3,38,0,0,0,0,0,4,0,1,2,1,0,0,50,1,0,68,19,105,0,43,0,0,0,0,366,7,0,0,0,18,0,21,826,857
7/24/2015,2015-07,1,11,0,4,11,39,0,0,1,0,0,0,2,0,0,11,3,46,0,0,0,0,0,2,0,1,2,1,0,0,51,0,0,69,20,107,0,44,0,0,0,0,373,7,0,0,0,18,0,21,845,876
7/31/2015,2015-07,2,9,0,4,11,38,0,0,1,0,0,0,2,0,0,7,3,45,0,0,0,0,0,3,0,1,2,1,0,0,54,0,0,70,21,107,0,42,0,0,0,0,374,4,0,0,0,17,0,22,840,874
8/7/2015,2015-08,2,8,0,4,12,36,0,0,0,0,0,0,1,0,0,10,2,46,0,0,0,0,0,3,0,1,3,0,0,0,54,0,0,71,20,107,0,39,0,0,0,0,382,4,0,0,0,19,0,22,846,884
8/14/2015,2015-08,1,11,0,4,12,38,0,0,0,0,0,0,1,0,0,12,2,45,0,0,0,0,0,4,0,1,3,0,0,0,52,0,0,69,19,103,0,38,0,0,0,0,388,4,0,0,0,18,0,24,849,884
8/21/2015,2015-08,2,12,0,4,13,37,0,0,0,0,0,0,2,0,0,13,2,46,0,0,0,0,0,3,0,1,3,1,0,0,52,0,0,72,19,106,0,36,0,0,0,0,383,4,0,0,0,17,0,25,853,885
8/28/2015,2015-08,2,12,0,4,13,36,0,0,0,0,0,0,2,0,0,13,2,42,0,0,0,0,0,3,0,1,3,1,0,0,50,0,0,72,19,105,0,35,0,0,0,0,386,4,0,0,0,17,0,25,847,877
9/4/2015,2015-09,2,11,0,4,13,34,0,0,0,0,0,0,2,0,0,11,2,44,0,0,0,0,0,3,0,1,4,1,0,0,48,0,0,71,18,106,0,35,0,0,0,0,375,4,0,0,0,17,0,25,831,864
9/11/2015,2015-09,3,12,0,4,13,32,0,0,0,0,0,0,2,0,0,10,2,44,0,0,0,0,0,3,0,1,2,1,0,0,48,0,0,70,18,106,0,35,0,0,0,0,366,4,0,0,0,17,0,24,817,848
9/18/2015,2015-09,3,12,0,4,13,33,0,0,0,0,0,0,3,0,0,9,0,41,0,0,0,0,0,5,0,1,1,1,0,0,49,0,0,67,19,106,0,33,0,0,0,0,365,5,0,0,0,17,0,24,811,842
9/25/2015,2015-09,3,12,0,3,13,33,0,0,0,0,0,0,3,0,0,9,0,40,0,0,0,0,0,5,0,1,1,1,0,0,50,0,0,66,19,105,0,33,0,0,0,0,362,5,0,0,0,17,0,24,805,838
10/2/2015,2015-10,3,11,0,4,12,30,0,0,0,0,0,0,3,0,0,10,0,37,0,0,0,0,0,5,0,1,1,0,0,0,46,0,0,65,20,97,0,30,0,0,0,0,357,5,0,0,0,18,0,24,779,809
10/9/2015,2015-10,3,11,0,4,12,31,0,0,0,0,0,1,2,0,0,9,0,34,0,0,0,0,0,5,0,1,1,0,0,0,46,0,0,64,19,91,0,29,0,0,0,0,353,5,0,0,0,18,0,24,763,795
10/16/2015,2015-10,1,11,0,4,13,30,0,0,0,0,0,1,2,0,0,9,0,36,0,0,0,0,0,5,0,1,0,0,0,0,41,0,0,63,19,89,0,29,0,0,0,0,351,5,0,0,0,18,0,26,754,787
10/23/2015,2015-10,0,12,0,4,13,30,0,0,0,0,0,1,3,0,0,7,0,39,0,0,0,0,0,6,0,1,1,0,0,0,40,0,0,63,21,90,0,27,0,0,0,0,346,5,0,0,0,17,0,26,752,787
10/30/2015,2015-10,0,13,0,4,13,30,0,0,0,0,0,1,3,0,0,9,0,39,0,0,0,0,0,6,0,1,1,0,0,0,42,0,0,62,20,84,0,28,0,0,0,0,339,5,0,0,0,16,0,26,742,775
11/6/2015,2015-11,0,13,0,4,12,33,0,0,0,0,0,1,4,0,0,10,0,38,0,0,0,0,0,7,0,1,0,0,0,0,37,0,0,63,20,83,0,28,0,0,0,0,340,5,0,0,0,16,0,24,739,771
11/13/2015,2015-11,0,13,0,4,10,32,0,0,0,0,0,1,4,0,0,10,0,37,0,0,0,0,0,7,0,1,0,0,0,0,38,0,0,62,20,85,0,28,0,0,0,0,337,5,0,0,0,16,0,24,734,767
11/20/2015,2015-11,0,13,0,4,10,29,0,0,0,0,0,1,3,0,0,10,1,37,0,0,0,0,0,7,0,0,1,0,0,0,38,0,0,63,19,81,0,30,0,0,0,0,340,5,0,0,0,14,0,21,727,757
11/25/2015,2015-11,0,12,0,4,9,28,0,0,0,0,0,1,0,0,0,10,1,36,0,0,0,0,0,7,0,0,1,0,0,0,40,0,0,62,19,82,0,29,0,0,0,0,334,5,0,0,0,14,0,20,714,744
12/4/2015,2015-12,0,12,0,4,9,27,0,0,0,0,0,1,0,0,0,10,1,38,0,0,0,0,0,7,0,0,1,0,0,0,40,0,0,60,19,84,0,29,0,0,0,0,330,4,0,0,0,14,0,22,712,737
12/11/2015,2015-12,0,11,0,3,9,25,0,0,0,0,0,1,0,0,0,10,1,40,0,0,0,0,0,4,0,0,0,0,0,0,36,0,0,58,15,85,0,30,0,0,0,0,321,3,0,0,0,13,0,21,686,709
12/18/2015,2015-12,0,12,0,3,9,25,0,0,0,0,0,1,2,0,0,11,0,38,0,0,0,0,0,5,0,0,1,0,0,0,37,0,0,58,15,86,0,26,0,0,0,0,317,3,0,0,0,16,0,20,685,709
12/23/2015,2015-12,0,11,0,1,9,24,0,0,0,0,0,1,2,0,0,12,0,36,0,0,0,0,0,5,0,0,1,0,0,0,38,0,0,55,15,88,0,26,0,0,0,0,316,3,0,0,0,16,0,17,676,700
12/31/2015,2015-12,0,11,0,1,7,24,0,0,0,0,0,1,2,0,0,12,0,37,0,0,0,0,0,5,0,0,1,0,0,0,38,0,0,53,14,87,0,27,0,0,0,0,318,3,0,0,0,15,0,17,673,698
1/8/2016,2016-01,0,9,0,0,7,22,0,0,0,0,0,1,2,0,0,11,0,36,0,0,0,0,0,5,0,0,3,0,0,0,34,0,0,49,14,83,0,25,0,0,0,0,305,3,0,0,0,12,0,16,637,664
1/15/2016,2016-01,1,9,0,0,8,20,0,0,0,0,0,0,0,0,0,12,1,32,0,0,0,0,0,5,0,0,3,0,0,0,32,0,0,47,13,87,0,26,0,0,0,0,298,3,0,0,0,12,0,15,624,650
1/22/2016,2016-01,1,11,0,0,7,20,0,0,0,0,0,0,1,0,0,10,1,28,0,0,0,0,0,6,0,0,3,0,0,0,30,0,0,45,14,87,0,23,0,0,0,0,291,3,0,0,0,12,0,15,608,637
1/29/2016,2016-01,1,13,0,0,7,22,0,0,0,0,0,0,1,0,0,9,1,27,0,0,0,0,0,6,0,0,3,0,0,0,26,0,0,44,14,88,0,22,0,0,0,0,277,3,0,0,0,12,0,15,591,619
2/5/2016,2016-02,0,13,0,0,7,22,0,0,0,0,0,0,0,0,0,9,1,24,0,0,0,0,0,3,0,0,2,0,0,0,26,0,0,42,13,80,0,19,0,0,0,0,258,1,0,0,0,12,0,13,545,571
2/12/2016,2016-02,0,13,0,0,8,20,0,0,0,0,0,0,0,0,0,8,1,25,0,0,0,0,0,3,0,0,2,0,0,0,22,0,0,39,13,76,0,17,0,0,0,0,245,1,0,0,0,12,0,11,516,541
2/19/2016,2016-02,0,13,0,0,8,19,0,0,0,0,0,0,0,0,0,7,1,23,0,0,0,0,0,1,0,0,1,0,0,0,21,0,0,36,13,73,0,17,0,0,0,0,233,1,0,0,0,12,0,10,489,514
2/26/2016,2016-02,0,11,0,0,6,19,0,0,0,0,0,0,0,0,0,7,2,23,0,0,0,0,0,1,0,0,1,0,0,0,18,0,0,36,12,73,0,16,0,0,0,0,228,0,0,0,0,13,0,9,475,502
3/4/2016,2016-03,0,12,0,0,6,17,0,0,0,0,0,0,0,0,0,7,2,24,0,0,0,0,0,1,0,0,2,0,0,0,17,0,0,33,12,70,0,16,0,0,0,0,225,0,0,0,0,12,0,9,465,489
3/11/2016,2016-03,0,12,0,0,6,17,0,0,0,0,0,0,0,0,0,9,1,25,0,0,0,0,0,2,0,0,2,0,0,0,15,0,0,32,11,67,0,19,0,0,0,0,213,1,0,0,0,12,0,9,453,480
3/18/2016,2016-03,1,12,0,0,6,17,0,0,0,0,0,0,0,0,0,8,1,25,0,0,0,0,0,2,0,0,1,0,0,0,13,0,0,31,10,66,0,19,0,0,0,0,215,1,0,0,0,12,0,9,449,476
3/24/2016,2016-03,1,10,0,0,6,17,0,0,0,0,0,0,1,0,0,7,0,26,0,0,0,0,0,2,0,0,1,0,0,0,14,0,0,31,10,63,0,18,0,0,0,0,207,1,0,0,0,12,0,9,436,464
4/1/2016,2016-04,1,8,0,0,4,17,0,0,0,0,0,0,1,0,0,6,1,25,0,0,0,0,0,2,0,0,1,0,0,0,16,0,0,29,10,61,0,17,0,0,0,0,202,2,0,0,0,12,0,9,424,450
4/8/2016,2016-04,2,7,0,0,4,17,0,0,0,0,0,0,1,0,0,5,1,25,0,0,0,0,0,1,0,0,1,0,0,0,17,0,0,27,12,63,0,17,0,0,0,0,195,2,0,0,0,12,0,9,418,443
4/15/2016,2016-04,1,6,0,0,4,17,0,0,0,0,0,0,0,0,0,6,2,23,0,0,0,0,0,2,0,0,1,0,0,0,19,0,0,26,12,63,0,16,0,0,0,0,192,2,0,0,0,12,0,8,412,440
4/22/2016,2016-04,1,6,0,0,4,17,0,0,0,0,0,0,0,0,0,6,2,24,0,0,0,0,0,2,0,0,1,0,0,0,19,0,0,26,11,63,0,16,0,0,0,0,185,2,0,0,0,12,0,8,405,431
4/29/2016,2016-04,1,6,0,0,4,16,0,0,0,0,1,0,1,0,0,4,3,22,0,0,0,0,0,3,0,0,1,0,0,0,16,0,0,26,11,60,0,16,0,0,0,0,184,2,0,0,0,10,0,8,395,420
5/6/2016,2016-05,1,5,0,0,4,15,0,0,0,0,1,0,1,0,0,4,3,21,0,0,0,0,0,3,0,0,1,0,0,0,16,0,0,25,10,57,0,16,0,0,0,0,187,3,0,0,0,10,0,8,391,415
5/13/2016,2016-05,1,5,0,0,5,15,0,0,0,0,1,0,1,1,0,4,3,20,0,0,0,0,0,3,0,0,1,0,0,0,18,0,0,24,10,56,0,16,0,0,0,0,180,3,0,0,0,10,0,7,384,406
5/20/2016,2016-05,0,5,0,0,5,16,0,0,0,0,1,0,1,1,0,3,3,24,0,0,0,0,0,3,0,0,1,0,0,0,18,0,0,23,10,57,0,16,0,0,0,0,173,3,0,0,0,10,0,7,380,404
5/27/2016,2016-05,0,4,0,0,5,16,0,0,0,0,1,0,1,1,0,2,3,25,0,0,0,0,0,3,0,0,0,0,0,0,18,0,0,22,11,59,0,16,0,0,0,0,173,3,0,0,0,10,0,7,380,404
6/3/2016,2016-06,1,7,0,0,5,16,0,0,0,0,1,0,1,1,0,2,3,27,0,0,0,0,0,3,0,0,0,0,0,0,20,0,0,22,11,57,0,14,0,0,0,0,176,3,0,0,0,10,0,7,387,408
6/10/2016,2016-06,1,8,0,0,5,16,0,0,0,0,1,0,1,0,0,2,3,27,0,0,0,0,0,3,0,0,0,0,0,0,20,0,0,24,12,58,0,13,0,0,0,0,178,4,0,0,0,10,0,7,393,414
6/17/2016,2016-06,1,8,0,0,5,16,0,0,0,0,1,0,2,0,0,2,1,25,0,0,0,0,0,1,0,0,0,0,0,0,20,0,0,24,12,58,0,13,0,0,0,0,191,4,0,0,0,12,0,7,403,424
6/24/2016,2016-06,1,8,0,0,5,17,0,0,0,0,1,0,2,0,0,2,1,21,0,0,0,0,0,1,0,0,0,0,0,0,20,0,0,26,12,54,0,13,0,0,0,0,194,4,0,0,0,11,0,7,400,421
7/1/2016,2016-07,1,7,0,0,5,19,0,0,0,0,1,0,2,0,0,2,1,24,0,0,0,0,0,1,0,0,1,0,0,0,19,0,0,26,12,58,0,13,0,0,0,0,198,4,0,0,0,11,0,7,412,431
7/8/2016,2016-07,1,7,0,0,5,19,0,0,0,0,1,0,2,0,0,1,1,25,0,0,0,0,0,1,0,0,1,0,0,0,21,0,0,28,12,59,0,13,0,0,0,0,201,4,0,0,0,11,0,8,421,440
7/15/2016,2016-07,1,6,0,0,5,20,0,0,0,0,0,1,3,0,0,1,1,25,0,0,0,0,0,2,0,0,0,0,0,0,25,0,0,27,12,59,0,14,0,0,0,0,202,3,0,0,0,10,0,8,425,447
7/22/2016,2016-07,1,5,0,0,7,20,0,0,0,0,0,1,3,0,0,0,1,26,0,0,0,0,0,2,0,0,0,1,0,0,26,0,0,27,12,59,0,14,0,0,0,0,217,3,0,0,0,10,0,8,443,462
7/29/2016,2016-07,1,4,0,0,7,21,0,0,0,0,0,1,3,0,0,0,1,28,0,0,0,0,0,3,0,0,0,1,0,0,28,0,0,27,13,60,0,15,0,0,0,0,213,2,0,0,0,8,0,8,444,463
8/5/2016,2016-08,2,4,0,0,6,20,0,0,0,0,0,1,3,0,0,0,1,26,0,0,0,0,0,3,0,0,0,1,0,0,30,0,0,28,13,61,0,15,0,0,0,0,216,2,0,0,0,7,0,8,447,464
8/12/2016,2016-08,3,4,0,0,5,21,0,0,0,0,0,1,2,0,0,0,1,26,0,0,0,0,0,3,0,0,0,1,0,0,31,0,0,29,14,61,0,15,0,0,0,0,229,3,0,0,0,7,0,8,464,481
8/19/2016,2016-08,3,4,0,0,5,21,0,0,0,0,0,1,2,0,0,0,1,26,0,0,0,0,0,3,0,0,0,1,0,0,30,0,0,27,14,62,0,17,0,0,0,0,237,3,0,0,0,8,0,8,473,491
8/26/2016,2016-08,2,4,0,0,5,20,0,0,0,0,0,1,2,0,0,0,1,26,0,0,0,0,0,4,0,0,0,1,0,0,30,0,0,27,13,62,0,19,0,0,0,0,236,3,0,0,0,7,0,9,472,489
9/2/2016,2016-09,2,4,0,0,5,19,0,0,0,0,0,1,2,0,0,0,1,26,0,0,0,0,0,4,0,0,0,1,0,0,30,0,0,28,13,66,0,21,0,0,0,0,240,3,0,0,0,8,0,13,487,497
9/9/2016,2016-09,2,4,0,0,5,19,0,0,0,0,0,1,2,0,0,0,1,26,0,0,0,0,0,4,0,0,0,1,0,0,28,0,0,28,14,62,0,21,0,0,0,0,244,5,0,0,0,10,0,13,490,508
9/16/2016,2016-09,1,5,0,0,5,19,0,0,0,0,0,0,2,0,0,0,1,22,0,0,0,0,0,4,0,0,0,1,0,0,28,0,0,27,14,65,0,21,0,0,0,0,243,5,0,0,0,10,0,13,486,506
9/23/2016,2016-09,1,6,0,0,6,19,0,0,0,0,0,0,2,0,0,0,1,21,0,0,0,0,0,4,0,0,0,1,0,0,27,0,0,28,14,67,0,22,0,0,0,0,245,5,0,0,0,9,0,13,491,511
9/30/2016,2016-09,2,6,0,1,6,20,0,0,0,0,0,0,2,0,0,0,1,21,0,0,0,0,0,3,0,0,0,1,0,0,30,0,0,30,14,68,0,23,0,0,0,0,244,5,0,0,0,10,0,13,500,522
10/7/2016,2016-10,1,7,0,1,6,19,0,0,0,0,0,0,2,1,0,0,1,21,0,0,0,0,0,2,0,0,0,1,0,0,29,0,0,30,14,70,0,24,0,0,0,0,246,4,0,0,0,9,0,13,501,524
10/14/2016,2016-10,1,8,0,1,6,21,0,0,0,0,0,0,1,1,0,0,2,27,0,0,0,0,0,3,0,0,0,1,0,0,32,0,0,30,14,73,0,25,0,0,0,0,243,4,0,0,0,10,0,13,516,539
10/21/2016,2016-10,0,9,0,1,6,20,0,0,0,0,0,0,1,2,0,0,2,25,0,0,0,0,0,3,0,0,0,1,0,0,34,0,0,30,14,73,0,25,0,0,0,0,253,5,0,0,0,10,0,16,530,553
10/28/2016,2016-10,0,9,0,1,6,17,0,0,0,0,0,0,1,1,0,0,2,26,0,0,0,0,0,3,0,0,0,1,0,0,32,0,0,35,14,73,0,27,0,0,0,0,255,5,0,0,0,10,0,17,535,557
11/4/2016,2016-11,0,9,0,1,6,18,0,0,0,0,0,0,1,1,0,0,2,28,0,0,0,0,0,2,0,0,0,1,0,0,32,0,0,37,14,76,0,27,0,0,0,0,261,5,0,0,0,10,0,17,548,569
11/11/2016,2016-11,0,7,0,1,6,18,0,0,0,0,0,0,2,0,0,0,2,28,0,0,0,0,0,2,0,0,0,1,0,0,31,0,0,35,15,75,0,26,0,0,0,0,267,4,0,0,0,10,0,17,547,568
11/18/2016,2016-11,1,7,0,1,6,20,0,0,0,0,0,0,2,0,0,0,2,30,0,0,0,0,0,2,0,0,0,1,0,0,31,0,0,34,18,79,0,25,0,0,0,0,275,5,0,0,0,10,0,16,565,588
11/23/2016,2016-11,1,7,0,1,6,22,0,0,0,0,0,0,2,0,0,0,2,30,0,0,0,0,0,4,0,0,0,1,0,0,29,0,0,33,18,79,0,29,0,0,0,0,278,5,0,0,0,10,0,13,570,593
12/2/2016,2016-12,1,7,0,1,6,20,0,0,0,0,0,0,2,0,0,0,2,27,0,0,0,0,0,4,0,0,0,1,0,0,29,0,0,31,18,81,0,29,0,0,0,0,285,4,0,0,0,10,0,17,575,597
12/9/2016,2016-12,1,6,0,2,6,26,0,0,0,0,0,0,1,2,0,1,0,26,0,0,0,0,0,3,0,0,0,1,0,0,30,0,0,32,18,80,0,31,0,0,0,0,302,4,0,0,0,10,0,20,602,624
12/16/2016,2016-12,2,6,0,2,6,27,0,0,0,0,0,0,1,2,0,1,0,26,0,0,0,0,0,3,0,0,0,1,0,0,32,0,0,31,18,78,0,31,0,0,0,0,316,4,0,0,0,10,0,18,615,637
12/23/2016,2016-12,2,8,0,1,6,28,0,0,0,0,0,0,0,3,0,1,0,25,0,0,0,0,0,2,0,0,0,1,0,0,33,0,0,32,19,84,0,32,0,0,0,0,320,4,0,0,0,8,0,19,628,653
12/30/2016,2016-12,1,8,0,1,6,28,0,0,0,0,0,0,0,3,0,0,0,27,0,0,0,0,0,2,0,0,0,1,0,0,34,0,0,33,19,86,0,32,0,0,0,0,323,4,0,0,0,8,0,19,635,658
1/6/2017,2017-01,1,7,0,1,6,29,0,0,0,0,0,0,1,1,0,0,0,28,0,0,0,0,0,2,0,0,0,1,0,0,37,0,0,33,20,86,0,33,0,0,0,0,326,4,0,0,0,8,0,17,641,665
1/13/2017,2017-01,0,7,0,1,6,28,0,0,0,0,0,0,1,1,0,0,0,28,0,0,0,0,0,2,0,0,0,1,0,0,37,0,0,32,19,84,0,32,0,0,0,0,324,4,0,0,0,8,0,19,634,659
1/20/2017,2017-01,1,7,0,1,6,28,0,0,0,0,0,0,1,1,0,0,0,29,0,0,0,0,0,3,0,0,0,1,0,0,38,0,0,35,21,91,0,33,0,0,0,0,341,5,0,0,0,9,0,19,670,694
1/27/2017,2017-01,2,8,0,0,6,25,0,0,0,0,0,0,1,1,0,0,0,34,0,0,0,0,0,2,0,1,0,1,0,0,42,0,0,36,21,96,0,33,0,0,0,0,350,5,0,0,0,8,0,19,691,712
2/3/2017,2017-02,2,9,0,1,6,26,0,0,0,0,0,0,1,1,0,0,0,32,0,0,0,0,0,2,0,1,0,1,0,0,46,0,0,36,21,102,0,33,0,0,0,0,354,5,0,0,0,8,0,20,707,729
2/10/2017,2017-02,2,9,0,1,6,26,0,0,0,0,0,0,1,1,0,0,0,35,0,0,0,0,0,2,0,1,0,1,0,0,50,0,0,36,19,102,0,34,0,0,0,0,361,5,0,0,0,10,0,18,720,741
2/17/2017,2017-02,2,8,0,1,6,26,0,0,0,0,0,0,1,1,0,0,0,36,0,0,0,0,0,3,0,1,0,1,0,0,48,0,0,35,19,101,0,34,0,0,0,0,376,6,0,0,0,10,0,18,733,751
2/24/2017,2017-02,2,7,0,1,6,26,0,0,0,0,0,0,1,0,0,0,0,34,0,0,0,0,0,3,0,1,0,1,0,0,48,0,0,34,19,101,0,34,0,0,0,0,384,6,0,0,0,10,0,19,737,754
3/3/2017,2017-03,2,6,0,1,6,25,0,0,0,0,0,0,1,0,0,0,0,35,0,0,0,0,0,3,0,1,0,1,0,0,47,0,0,37,19,98,0,32,0,0,0,0,390,7,0,0,0,10,0,17,738,756
3/10/2017,2017-03,2,3,0,1,7,28,0,0,0,0,0,0,1,0,0,0,0,38,0,0,0,0,0,4,0,1,0,0,0,0,46,0,0,37,21,101,0,32,0,0,0,0,390,7,0,0,0,10,0,19,748,768
