DATE,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Delaware,D.C.,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Mass.,Michigan,Minn.,Mississippi,Missouri,Montana,Nebraska,Nevada,N. Hamp.,N. Jersey,N. Mexico,N. York,N. Carolina,N. Dakota,Ohio,Oklahoma,Oregon,Penn.,Rhode Is.,S. Carolina,S. Dakota,Tennesee,Texas,Utah,Vermont,Virginia,Wash.,W. Virgina,Wisconsin,Wyoming,TOTAL US,,,
40123.00,4,6,0,40,23,40,0,0,0,0,1,0,1,3,0,21,11,137,0,0,0,0,0,6,0,4,1,3,0,0,51,3,0,54,8,78,1,59,0,0,0,1,404,18,0,3,0,22,0,39,1042,1078,,
40130.00,4,7,0,40,24,40,0,0,0,0,1,0,1,3,0,21,11,134,0,0,0,0,0,6,0,5,1,2,0,0,48,3,0,54,8,77,1,62,0,0,0,1,429,19,0,3,0,20,0,39,1064,1101,,
40137.00,4,8,0,39,23,31,0,0,0,0,1,0,1,3,0,21,11,141,0,0,0,0,0,6,0,6,1,2,0,0,46,3,0,58,8,79,1,63,0,0,0,1,438,19,0,3,0,21,0,39,1077,1113,,
40142.00,4,7,0,40,23,41,0,0,0,0,1,0,0,3,0,18,12,138,0,0,0,0,0,6,0,7,0,2,0,0,47,3,0,59,8,86,1,64,0,0,0,1,450,18,0,3,0,22,0,38,1102,1137,,
40151.00,4,7,0,40,24,37,0,0,0,0,1,0,0,3,0,19,12,142,0,0,0,0,0,6,0,8,0,2,0,0,47,3,0,60,8,87,1,61,0,0,0,1,449,17,0,3,0,22,0,40,1104,1141,,
40158.00,5,9,0,38,25,38,0,0,0,0,1,0,0,3,0,19,12,146,0,0,0,0,0,5,0,7,0,4,0,0,48,2,0,60,8,93,1,63,0,0,0,1,456,13,0,3,0,22,0,41,1123,1161,,
40165.00,5,9,0,37,25,44,0,0,0,0,1,0,0,3,0,19,12,146,0,0,0,0,0,7,0,8,1,4,0,0,50,2,0,62,8,93,1,62,0,0,0,1,476,17,0,3,0,22,0,41,1159,1193,,
40170.00,5,8,0,35,24,42,0,0,0,0,1,0,0,3,0,20,3,147,0,0,0,0,0,6,0,6,1,4,0,0,49,2,0,64,8,95,1,63,0,0,0,1,475,17,0,0,0,22,0,40,1142,1178,,
40178.00,5,7,0,34,25,41,0,0,0,0,1,0,0,3,0,20,1,150,0,0,0,0,0,6,0,6,1,4,0,0,49,2,0,65,7,95,1,64,0,0,0,1,482,19,0,0,0,22,0,39,1150,1189,,
40186.00,3,7,0,36,25,43,0,0,0,0,1,0,0,3,0,21,1,149,0,0,0,0,0,8,0,6,0,4,0,0,50,2,0,67,7,98,1,66,0,0,0,1,496,23,0,0,0,22,0,38,1178,1220,,
40193.00,2,5,0,36,24,42,0,0,0,0,1,0,0,3,0,20,8,154,0,0,0,0,0,9,0,4,0,4,0,0,51,3,0,71,7,101,0,66,0,0,0,1,510,23,0,0,0,26,0,36,1207,1248,,
40200.00,2,7,0,39,23,46,0,0,0,0,1,0,0,3,0,20,8,157,0,0,0,0,0,10,0,4,1,4,0,0,52,3,0,72,7,105,0,64,0,0,0,1,525,23,0,0,0,26,0,37,1240,1282,,
40207.00,3,9,0,40,23,47,0,0,0,0,1,0,1,3,0,22,8,160,0,0,0,0,0,10,0,4,1,4,0,0,53,3,0,75,7,112,0,70,0,0,0,1,534,22,0,0,0,25,0,37,1275,1317,,
40214.00,3,8,0,41,23,48,0,0,0,0,1,0,1,3,0,21,8,160,0,0,0,0,0,9,0,6,1,4,0,0,55,3,0,76,7,115,0,70,0,0,0,1,537,25,0,0,0,27,0,38,1291,1335,,
40221.00,4,9,0,41,24,52,0,0,1,0,1,0,1,2,0,18,8,166,0,0,0,0,0,10,0,6,2,4,0,0,53,1,0,81,7,116,0,66,0,0,0,1,542,24,0,0,0,23,0,38,1301,1346,,
40228.00,4,8,0,42,24,50,0,0,1,0,1,0,1,0,0,18,8,168,0,0,0,0,0,11,0,7,2,4,0,0,56,1,0,80,7,113,0,66,0,0,0,1,540,23,0,0,0,26,0,38,1300,1345,,
40235.00,4,10,0,42,25,48,0,0,1,0,1,0,2,0,0,17,8,169,0,0,0,0,0,11,0,7,2,4,0,0,59,1,0,84,7,111,0,67,0,0,0,1,561,24,0,0,0,24,0,37,1327,1373,,
40242.00,4,10,0,42,24,51,0,0,1,0,1,0,2,0,0,17,8,162,0,0,0,0,0,12,0,8,2,6,0,0,57,1,0,86,7,112,0,68,0,0,0,1,584,25,0,0,0,24,0,37,1352,1396,,
40249.00,4,8,0,42,24,50,0,0,1,0,1,0,2,0,0,19,8,167,0,0,0,0,0,11,0,7,2,6,0,0,53,1,0,92,7,110,0,74,0,0,0,1,585,24,0,2,0,18,0,37,1356,1407,,
40256.00,4,10,0,42,27,53,0,0,1,0,1,0,2,0,0,20,6,170,0,0,0,0,0,11,0,7,2,6,0,0,51,1,0,93,7,115,0,73,0,0,0,0,590,23,0,3,0,21,0,37,1376,1427,,
40263.00,4,12,0,43,27,50,0,0,1,0,1,0,2,1,0,20,6,168,0,0,0,0,0,12,0,7,2,6,0,0,48,1,0,95,7,119,0,77,0,0,0,0,595,25,0,3,0,22,0,37,1391,1444,,
40269.00,4,9,0,41,28,52,0,0,1,0,1,0,2,1,0,19,5,174,0,0,0,0,0,11,0,7,2,6,0,0,46,1,0,94,7,119,0,76,0,0,1,0,618,26,0,4,0,22,0,37,1414,1465,,
40277.00,5,10,0,41,29,51,0,0,1,0,1,0,2,1,0,21,5,173,0,0,0,0,0,10,0,8,2,4,0,0,50,1,0,95,7,116,0,78,0,0,1,0,623,24,0,4,0,22,0,37,1422,1476,,
40284.00,5,10,0,44,29,51,0,0,1,0,1,0,2,1,0,20,5,168,0,0,0,0,0,10,0,8,2,4,0,0,49,1,0,95,7,119,0,76,0,0,1,0,639,26,0,4,0,22,0,35,1435,1491,,
40291.00,5,9,0,44,30,51,0,0,1,0,1,0,2,1,0,19,5,161,0,0,0,0,0,10,0,6,2,4,0,0,50,1,0,97,7,120,0,78,0,0,1,0,635,28,0,4,0,22,0,35,1429,1482,,
40298.00,4,9,0,42,30,50,0,0,1,0,1,0,2,1,0,20,5,171,0,0,0,0,0,12,0,6,2,4,0,0,56,1,0,99,7,122,0,79,0,0,1,0,620,27,0,2,0,22,0,35,1431,1483,,
40305.00,4,10,0,40,29,52,0,0,1,0,1,0,2,1,0,20,5,170,0,0,0,0,0,12,0,6,3,4,0,0,59,2,0,100,7,120,0,79,0,0,1,0,629,26,0,2,0,21,0,36,1442,1492,,
40312.00,3,8,0,41,30,53,0,0,1,0,1,0,2,1,0,18,5,170,0,0,0,0,0,13,0,6,2,4,0,0,63,1,0,99,7,124,0,80,0,0,1,0,639,26,0,2,0,20,0,37,1457,1506,,
40319.00,3,7,0,40,30,54,0,0,1,0,1,0,2,1,0,17,5,168,0,0,0,0,0,13,0,6,3,4,0,0,65,1,0,99,6,129,0,80,0,0,1,0,649,26,0,2,0,19,0,37,1469,1518,,
40326.00,3,9,0,40,31,54,0,0,1,0,1,0,1,3,0,18,6,172,0,0,0,0,0,14,0,5,3,6,0,0,67,1,0,105,6,124,0,81,0,0,1,0,651,25,0,2,0,19,0,38,1487,1535,,
40333.00,3,7,0,40,33,52,0,0,1,0,1,0,2,5,0,16,6,171,0,0,0,0,0,15,0,5,3,6,0,0,67,1,0,113,6,121,0,81,0,0,1,0,643,25,0,2,0,22,0,34,1482,1506,,
40340.00,3,9,0,40,32,51,0,0,1,0,1,0,2,5,0,18,6,170,0,0,0,0,0,15,0,5,3,6,0,0,64,1,0,113,6,128,0,80,0,0,1,0,659,26,0,2,0,24,0,35,1506,1527,,
40347.00,3,8,0,39,36,55,0,0,1,0,0,0,2,5,0,17,6,167,0,0,0,0,0,15,0,4,1,6,0,0,65,1,0,114,6,123,0,84,0,0,1,0,671,26,0,1,0,26,0,39,1522,1539,,
40354.00,6,9,0,38,36,54,0,0,1,0,0,0,2,5,0,18,6,166,0,0,0,0,0,13,0,5,1,6,0,0,65,1,0,120,6,126,0,83,0,0,1,0,668,27,0,1,0,28,0,43,1535,1552,,
40361.00,7,8,0,39,35,54,0,0,1,0,0,0,2,6,0,17,6,164,0,0,0,0,0,11,0,5,1,6,0,0,68,1,0,119,6,128,0,83,0,0,1,0,678,27,0,1,0,23,0,44,1541,1557,,
40368.00,7,9,0,40,35,58,0,0,1,0,0,0,2,6,0,16,6,162,0,0,0,0,0,12,0,6,0,7,0,0,68,1,0,121,6,127,0,88,0,0,1,0,676,28,0,1,0,24,0,43,1551,1567,,
40375.00,8,5,0,38,37,61,0,0,1,0,0,0,2,7,0,16,5,165,0,0,0,0,0,10,0,6,0,8,0,0,70,1,0,122,6,132,0,90,0,0,1,0,672,28,0,3,0,24,0,41,1559,1571,,
40382.00,8,5,0,38,38,62,0,0,1,0,0,0,2,7,0,15,4,171,0,0,0,0,0,10,0,5,0,8,0,0,71,1,0,126,6,132,0,88,0,0,1,0,673,27,0,4,0,27,0,41,1571,1585,,
40389.00,6,5,0,40,40,63,0,0,1,0,0,0,2,7,0,16,4,174,0,0,0,0,0,12,0,5,0,7,0,0,69,1,0,128,6,123,0,88,0,0,1,0,672,27,0,4,0,25,0,44,1570,1586,,
40396.00,5,6,0,40,37,64,0,0,1,0,0,0,2,7,0,16,5,169,0,0,0,0,0,14,0,4,0,7,0,0,66,1,0,133,8,127,0,86,0,0,1,0,688,29,0,4,0,24,0,44,1588,1605,,
40403.00,5,5,0,40,35,65,0,0,1,0,0,0,2,7,0,16,5,167,0,0,0,0,0,15,0,6,0,8,0,0,66,1,0,132,8,126,0,90,0,0,1,0,717,30,0,4,0,24,0,44,1620,1640,,
40410.00,5,5,0,40,35,66,0,0,1,0,0,0,2,7,0,19,5,165,0,0,0,0,0,14,0,6,1,7,0,0,67,1,0,132,8,142,0,89,0,0,1,0,714,28,0,4,0,24,0,42,1630,1651,,
40417.00,5,6,0,39,35,67,0,0,1,0,0,0,2,6,0,20,5,166,0,0,0,0,0,14,0,8,1,7,0,0,64,1,0,131,8,137,0,89,0,0,0,0,728,28,0,4,0,24,0,40,1636,1656,,
40424.00,5,6,0,38,36,67,0,0,1,0,0,0,2,6,0,21,5,167,0,0,0,0,0,15,0,8,1,7,0,0,70,1,0,128,8,132,0,91,0,0,0,0,722,26,0,4,0,24,0,42,1633,1653,,
40431.00,5,8,0,38,36,68,0,0,1,0,0,0,2,6,0,24,5,166,0,0,0,0,0,15,0,8,1,7,0,0,69,0,0,129,8,138,0,92,0,0,0,0,711,27,0,4,0,24,0,41,1633,1654,,
40438.00,5,5,0,38,32,67,0,0,1,0,0,0,1,5,0,24,5,163,0,0,0,0,0,15,0,6,2,5,0,0,70,0,0,133,8,132,0,91,0,0,1,0,730,28,0,4,0,24,0,45,1640,1661,,
40445.00,5,7,0,40,34,69,0,0,1,0,0,0,1,5,0,24,5,165,0,0,0,0,0,15,0,7,2,6,0,0,68,0,0,132,9,132,1,89,0,0,1,0,718,29,0,3,0,24,0,43,1635,1650,,
40452.00,5,8,0,38,35,66,0,0,1,0,0,0,1,5,0,23,5,160,0,0,0,0,0,12,0,8,2,6,0,0,70,1,0,135,9,132,1,98,0,0,1,0,717,30,0,3,0,23,0,45,1640,1659,,
40459.00,2,7,0,39,33,67,0,0,1,0,0,0,2,3,0,25,5,164,0,0,0,0,0,8,0,9,2,6,0,0,69,1,0,137,9,137,1,97,0,0,1,0,726,30,0,3,0,23,0,44,1651,1671,,
40466.00,7,5,0,37,34,69,0,0,1,0,0,0,2,3,0,24,5,162,0,0,0,0,0,10,0,9,2,6,0,0,68,1,0,138,9,146,1,99,0,0,1,0,713,27,0,3,0,22,0,45,1649,1670,,
40473.00,8,3,0,36,35,69,0,0,1,0,0,0,2,3,0,22,5,164,0,0,0,0,0,9,0,9,2,6,0,0,68,1,0,138,9,148,1,101,0,0,1,0,708,27,0,3,0,24,0,43,1646,1669,,
40480.00,8,5,0,35,36,67,0,0,1,0,0,0,2,3,0,21,5,166,0,0,0,0,0,8,0,9,2,6,0,0,67,1,0,138,9,147,1,101,0,0,1,0,713,29,0,3,0,24,0,42,1650,1672,,
40487.00,6,7,0,36,37,67,0,0,1,0,0,0,2,3,0,22,5,166,0,0,0,0,0,6,0,10,2,6,0,0,73,2,0,138,9,142,1,99,0,0,1,0,717,30,0,3,0,24,0,45,1660,1683,,
40494.00,7,8,0,35,36,67,0,0,1,0,0,0,2,3,0,23,5,162,0,0,0,0,0,7,0,10,3,6,0,0,71,2,0,137,8,140,0,102,0,0,1,0,729,29,0,3,0,20,0,45,1662,1685,,
40501.00,7,8,0,37,36,69,0,0,1,0,0,0,2,1,0,27,5,158,0,0,0,0,0,7,0,9,3,6,0,0,68,2,0,139,8,132,0,99,0,0,1,0,735,28,0,3,0,20,0,43,1654,1677,,
40506.00,8,6,0,36,35,67,0,0,1,0,0,0,3,1,0,26,5,156,0,0,0,0,0,4,0,7,3,6,0,0,67,1,0,141,8,142,0,103,0,0,1,0,743,29,0,3,0,24,0,41,1667,1687,,
40515.00,8,9,0,36,34,67,0,0,1,0,0,0,3,4,0,26,6,155,0,0,0,0,0,6,0,7,2,6,0,0,65,1,0,143,8,151,0,103,0,0,0,0,747,29,0,2,0,24,0,47,1690,1713,,
40522.00,7,8,0,37,36,65,0,0,2,0,0,0,4,4,0,26,7,152,0,0,0,0,0,7,0,7,2,6,0,0,65,1,0,144,9,153,0,100,0,0,0,0,755,30,0,2,0,22,0,49,1700,1723,,
40529.00,6,7,0,37,35,64,0,0,2,0,0,0,4,4,0,26,7,154,0,0,0,0,0,6,0,7,2,6,0,0,67,1,0,145,9,149,0,103,0,0,0,0,747,30,0,2,0,23,0,43,1686,1709,,
40534.00,6,7,0,37,38,64,0,0,2,0,0,0,2,2,0,26,8,151,0,0,0,0,0,6,0,5,2,6,0,0,68,1,0,149,9,158,0,103,0,0,0,0,743,31,0,2,0,21,0,42,1689,1714,,
40542.00,7,6,0,37,38,60,0,0,2,0,0,0,0,4,0,26,0,155,0,0,0,0,0,6,0,8,2,5,0,0,69,1,0,150,9,160,0,103,0,0,0,0,728,28,0,0,0,21,0,45,1670,1694,,
40550.00,7,5,0,37,38,64,0,0,2,0,0,0,0,4,0,27,5,147,0,0,0,0,0,7,0,9,1,5,0,0,69,0,0,151,9,164,0,103,0,0,0,0,729,25,0,0,0,20,0,47,1675,1700,,
40557.00,7,6,0,37,39,63,0,0,2,0,0,0,2,1,0,26,5,145,0,0,0,0,0,8,0,8,1,5,0,0,72,0,0,154,9,164,0,103,0,0,0,0,727,24,0,0,0,21,0,46,1675,1700,,
40564.00,7,3,0,38,41,62,0,0,2,0,0,0,1,1,0,27,5,146,0,0,0,0,0,8,0,8,1,5,0,0,73,0,0,155,9,168,0,98,0,0,0,0,737,25,0,0,0,20,0,46,1686,1713,,
40571.00,8,6,0,36,40,64,0,0,2,0,0,0,1,1,0,25,4,151,0,0,0,2,0,8,0,8,1,5,0,0,77,0,0,154,8,166,0,108,0,0,0,0,737,27,0,0,0,20,0,47,1706,1732,,
40578.00,8,7,0,36,38,64,0,0,1,0,0,0,0,0,0,24,4,151,0,0,0,3,0,9,0,9,1,4,0,0,80,0,0,148,8,165,0,109,0,0,0,0,747,29,0,0,0,20,0,47,1712,1739,,
40585.00,8,6,0,35,38,60,0,0,1,0,0,0,0,0,0,23,4,150,0,0,0,3,0,9,0,8,1,4,0,0,79,0,0,150,8,159,0,108,0,0,0,0,748,27,0,0,0,20,0,46,1695,1721,,
40592.00,8,7,0,35,38,60,0,0,1,0,0,0,0,0,0,23,4,148,0,0,0,3,0,9,0,8,1,4,0,0,76,0,0,150,8,158,0,110,0,0,0,0,744,27,0,0,0,20,0,46,1688,1713,,
40599.00,8,6,0,35,38,60,0,0,1,0,0,0,0,0,0,23,4,149,0,0,0,1,0,9,0,8,1,4,0,0,73,0,0,150,8,158,0,110,0,0,0,0,735,27,0,0,0,20,0,46,1674,1699,,
40606.00,6,6,0,34,40,67,0,0,1,0,0,0,0,0,0,23,5,149,0,0,0,2,0,6,0,8,1,4,0,0,76,0,0,154,9,163,0,99,0,0,0,0,731,31,0,0,0,21,0,46,1682,1707,,
40613.00,7,5,0,34,41,66,0,0,1,0,0,0,0,0,0,24,5,151,0,0,0,2,0,6,0,9,1,3,0,0,77,0,0,153,9,165,0,100,0,0,0,0,735,29,0,0,0,21,0,46,1690,1715,,
40620.00,7,8,0,32,41,66,0,0,1,0,0,0,0,0,0,24,4,145,0,0,0,2,0,6,0,9,0,3,0,0,78,0,0,153,9,159,0,103,0,0,0,0,752,29,0,0,0,16,0,48,1695,1720,,
40627.00,6,6,0,34,42,71,0,0,1,0,0,0,0,0,0,22,4,150,0,0,0,2,0,8,0,10,2,3,0,0,77,0,0,155,9,156,0,104,0,0,0,0,764,30,0,0,0,16,0,38,1710,1738,,
40634.00,6,6,0,36,41,72,0,0,1,0,0,0,0,1,0,23,6,150,0,0,0,3,0,10,0,11,2,4,0,0,78,0,0,159,9,175,0,104,0,0,0,0,768,28,0,0,0,16,0,40,1749,1776,,
40641.00,6,4,0,36,41,72,0,0,1,0,0,0,0,1,0,26,6,148,0,0,0,3,0,10,0,11,2,4,0,0,76,0,0,159,9,160,0,107,0,0,0,0,789,28,0,0,0,15,0,40,1754,1782,,
40648.00,5,6,0,35,41,72,0,0,1,0,0,0,0,1,0,27,6,146,0,0,0,3,0,11,0,10,2,4,0,0,74,0,0,160,9,170,0,102,0,0,0,0,778,29,0,0,0,14,0,40,1746,1772,,
40654.00,5,4,0,34,41,72,0,0,1,0,0,0,1,2,0,28,5,144,0,0,0,2,0,11,0,10,2,4,0,0,73,0,0,161,9,174,1,104,0,0,0,0,800,29,0,0,0,14,0,41,1772,1800,,
40662.00,5,4,0,34,41,72,0,0,1,0,0,0,1,2,0,27,5,144,0,0,0,2,0,11,0,10,2,4,0,0,72,0,0,162,9,183,1,109,0,0,0,0,802,29,0,0,0,15,0,42,1789,1818,,
40669.00,6,4,0,34,41,72,0,0,1,0,0,0,1,2,0,27,5,146,0,0,0,2,0,10,0,10,2,4,0,0,73,0,0,161,9,182,1,110,0,0,0,0,815,29,0,0,0,17,0,42,1806,1836,,
40676.00,6,5,0,32,41,72,0,0,1,0,0,0,1,1,0,24,3,142,0,0,0,2,0,10,0,10,2,5,0,0,75,0,0,162,9,180,1,108,0,0,0,0,816,29,0,0,0,18,0,42,1797,1830,,
40683.00,6,5,0,33,45,72,0,0,1,0,0,0,1,1,0,27,3,139,0,0,0,2,0,10,0,10,1,5,0,0,75,0,0,163,9,172,1,110,0,0,0,0,818,29,0,0,0,19,0,42,1799,1830,,
40690.00,5,5,0,35,44,72,0,0,1,0,0,0,1,1,0,28,5,131,0,0,0,2,0,12,0,10,1,4,0,0,77,0,0,162,9,173,1,110,0,0,0,0,834,29,0,0,0,19,0,41,1812,1847,,
40697.00,5,7,0,35,44,71,0,0,1,0,0,0,1,1,0,28,5,133,0,0,0,2,0,12,0,10,1,4,0,0,78,0,0,161,9,170,1,111,0,0,0,0,843,29,0,0,0,18,0,41,1821,1854,,
40704.00,5,6,0,35,43,69,0,0,1,0,0,0,1,1,0,29,5,139,0,0,0,4,0,12,0,10,1,3,0,0,85,0,0,159,9,166,1,114,0,0,1,0,833,27,0,0,0,18,0,45,1822,1855,,
40711.00,7,6,0,35,43,68,0,0,1,0,0,0,1,1,0,30,5,141,0,0,0,4,0,10,0,10,1,3,0,0,78,0,0,163,11,165,1,109,0,0,1,0,836,28,0,0,0,21,0,46,1825,1860,,
40718.00,8,8,0,35,44,71,0,0,1,0,0,0,1,1,0,30,5,137,0,0,0,4,0,10,0,10,1,3,0,0,78,0,0,163,11,176,1,112,0,0,1,0,841,27,0,1,0,21,0,48,1849,1882,,
40725.00,8,5,0,34,46,70,0,0,1,0,0,0,1,1,0,31,5,134,0,0,0,4,0,10,0,10,0,3,0,0,80,0,0,156,11,173,1,116,0,0,2,0,851,29,0,1,0,20,0,50,1853,1886,,
40732.00,8,6,0,33,45,70,0,0,1,0,0,0,1,1,0,31,5,138,0,0,0,4,0,9,0,10,0,3,0,0,81,0,0,153,12,176,1,115,0,0,2,0,848,30,0,1,0,20,0,50,1854,1887,,
40739.00,8,8,0,34,47,69,0,0,1,0,0,0,1,1,0,31,5,140,0,0,0,4,0,7,0,10,0,3,0,0,82,0,0,154,12,175,1,115,0,0,2,0,859,29,0,1,0,20,0,51,1870,1905,,
40746.00,8,4,0,34,46,70,0,0,1,0,0,0,2,1,0,31,5,139,0,0,0,4,0,7,0,11,1,3,0,0,82,0,0,158,12,177,1,116,0,0,2,0,862,29,0,1,0,21,0,51,1879,1916,,
40753.00,8,6,0,32,45,68,0,0,1,0,0,0,2,1,0,30,5,143,0,0,0,4,0,8,0,10,0,3,0,0,84,0,0,156,12,177,1,113,0,0,2,0,860,29,0,1,0,21,0,49,1871,1908,,
40760.00,8,6,0,31,46,67,0,0,1,0,0,0,3,1,0,31,5,141,0,0,0,4,0,8,0,9,0,3,0,0,86,0,0,161,12,186,1,114,0,0,1,0,864,28,0,1,0,20,0,46,1884,1920,,
40767.00,7,6,0,31,49,74,0,0,1,0,0,0,3,1,0,31,4,137,0,0,0,4,0,8,0,9,1,4,0,0,86,0,0,175,12,187,1,116,0,0,1,0,884,28,0,1,0,20,0,43,1924,1959,,
40774.00,8,6,0,32,49,74,0,0,1,0,0,0,3,1,0,29,4,137,0,0,0,4,0,7,0,8,1,4,0,0,85,0,0,176,12,198,1,111,0,0,1,0,891,27,0,1,0,20,0,49,1940,1974,,
40781.00,8,6,0,32,49,76,0,0,1,0,0,0,3,1,0,28,5,129,0,0,0,4,0,7,0,6,1,4,0,0,88,0,0,179,12,195,1,113,0,0,1,1,893,27,0,1,0,20,0,51,1942,1975,,
40788.00,7,5,0,32,48,75,0,0,1,0,0,0,3,1,0,29,5,125,0,0,0,4,0,7,0,6,1,4,0,0,86,0,0,180,12,195,1,113,0,0,1,1,894,27,0,1,0,20,0,51,1935,1968,,
40795.00,7,6,0,32,48,77,0,0,1,0,0,0,2,1,0,29,5,124,0,0,0,3,0,7,0,5,1,4,0,0,85,0,0,182,12,203,1,113,0,0,2,1,880,23,0,1,0,21,0,50,1926,1958,,
40802.00,7,6,0,33,53,75,0,0,1,0,0,0,3,1,0,32,5,130,0,0,0,3,0,7,0,5,0,4,0,0,84,0,0,184,10,199,1,113,0,0,2,1,891,26,0,1,0,25,0,51,1953,1985,,
40809.00,7,5,0,33,53,77,0,0,1,0,0,0,3,1,0,32,5,125,0,0,0,2,0,7,0,4,0,3,0,0,83,0,0,190,13,198,1,109,0,0,2,1,899,26,0,1,0,25,0,52,1958,1991,,
40816.00,7,5,0,34,52,79,0,0,1,0,0,0,4,1,0,30,5,122,0,0,0,1,0,8,0,5,0,3,0,0,81,0,0,191,13,196,1,109,0,0,1,1,900,26,0,1,0,27,0,55,1959,1990,,
40823.00,7,7,0,36,49,77,0,0,1,0,0,0,4,1,0,29,6,124,0,0,0,1,0,7,0,7,1,3,0,0,80,0,0,192,13,202,1,110,0,0,1,1,907,25,0,1,0,28,0,57,1978,2012,,
40830.00,8,7,0,37,50,75,0,0,1,0,0,0,1,1,0,29,7,130,0,0,0,1,0,7,0,7,1,3,0,0,83,0,0,190,14,197,1,114,0,0,1,1,910,26,0,1,0,27,0,58,1988,2023,,
40837.00,7,6,0,36,50,80,0,0,1,1,0,0,1,1,0,31,7,123,0,0,0,1,0,13,0,7,1,3,0,0,83,0,0,189,12,190,1,115,0,0,1,1,906,25,0,1,0,27,0,57,1977,2013,,
40844.00,6,6,0,37,50,79,0,0,1,0,0,0,1,1,0,32,8,121,0,0,0,0,0,13,0,7,1,3,0,0,83,0,0,189,12,193,1,116,0,0,2,1,913,26,0,1,0,27,0,56,1986,2021,,
40851.00,6,7,0,35,46,80,0,0,1,0,0,0,1,1,0,33,8,125,0,0,0,1,0,13,0,8,1,3,0,0,82,0,0,189,13,195,1,112,0,0,2,1,916,26,0,1,0,27,0,58,1992,2026,,
40858.00,6,7,0,35,46,79,0,0,1,0,0,0,1,1,0,34,8,128,0,0,0,1,0,12,0,9,1,2,0,0,82,0,0,185,13,196,1,109,0,0,2,1,912,27,0,1,0,27,0,52,1979,2016,,
40865.00,4,6,0,35,44,80,0,0,1,0,0,0,1,1,0,34,8,127,0,0,0,1,0,11,0,9,1,1,0,0,79,0,0,185,13,192,1,109,0,0,2,1,911,27,0,1,0,27,0,53,1965,2001,,
40872.00,3,6,0,35,47,81,0,0,1,0,0,0,1,1,0,35,5,126,0,0,0,1,0,12,0,9,0,1,0,0,78,0,0,187,13,197,1,113,0,0,2,1,903,26,0,1,0,25,0,52,1963,2000,,
40879.00,3,5,0,35,47,77,0,0,1,0,0,0,2,1,0,32,5,120,0,0,0,1,0,12,0,11,1,1,0,0,77,0,0,188,13,198,1,112,0,0,2,1,899,28,0,1,0,25,0,52,1951,1993,,
40886.00,3,6,0,34,50,81,0,0,1,0,0,0,2,1,0,31,6,111,0,0,0,1,0,11,0,13,1,1,0,0,77,0,0,185,13,196,1,110,0,0,1,0,900,28,0,1,0,28,0,53,1946,1987,,
40893.00,5,9,0,35,49,80,0,0,1,0,0,0,2,1,0,33,5,114,0,0,0,1,0,10,0,13,1,1,0,0,76,0,0,188,15,199,1,110,0,0,1,0,916,28,0,1,0,28,0,53,1976,2019,,
40899.00,6,9,0,34,49,77,0,0,1,0,0,0,2,1,0,32,5,111,0,0,0,1,0,10,0,12,1,1,0,0,80,0,0,181,15,196,1,109,0,0,1,0,917,30,0,1,0,27,0,56,1966,2008,,
40906.00,6,8,0,30,49,77,0,0,1,0,0,0,2,1,0,32,3,112,0,0,0,1,0,11,0,12,1,1,0,0,81,0,0,182,16,195,1,113,0,0,1,0,914,31,0,0,0,28,0,56,1965,2007,,
40914.00,6,5,0,32,46,77,0,0,1,0,0,0,2,1,0,32,3,113,0,0,0,1,0,11,0,12,1,0,0,0,81,0,0,181,16,192,1,112,0,0,1,0,924,31,0,0,0,28,0,55,1965,2007,,
40921.00,6,7,0,33,46,71,0,0,1,0,0,0,3,0,0,28,2,109,0,0,0,0,0,11,0,15,1,0,0,0,80,0,0,182,16,188,1,115,0,0,1,0,922,33,0,0,0,26,0,47,1944,1987,,
40928.00,6,7,0,33,46,73,0,0,1,0,0,0,2,0,0,33,2,106,0,0,0,0,0,10,0,19,1,0,0,0,79,0,0,186,14,197,1,116,0,0,1,0,918,34,0,0,0,27,0,51,1963,2008,,
40935.00,6,11,0,34,45,71,0,0,1,0,0,0,2,0,0,36,1,106,0,0,0,1,0,11,0,19,1,2,0,0,82,0,0,182,14,203,1,114,0,0,1,0,911,36,0,0,0,27,0,48,1966,2008,,
40942.00,6,8,0,34,44,72,0,0,1,0,0,1,2,0,0,33,1,99,0,0,0,1,0,11,0,17,1,2,0,0,81,0,0,183,17,205,1,114,0,0,1,0,908,36,0,0,0,27,0,49,1955,1997,,
40949.00,5,9,0,31,43,71,0,0,1,0,0,1,1,0,0,32,1,102,0,0,0,1,0,11,0,18,1,2,0,0,84,0,0,184,16,207,1,111,0,0,1,0,903,36,0,0,0,28,0,48,1949,1989,,
40956.00,5,10,0,29,43,69,0,0,1,0,0,1,2,0,0,34,1,103,0,0,0,1,0,10,0,19,1,2,0,0,83,0,0,185,15,208,1,108,0,0,1,0,908,35,0,0,0,29,0,49,1953,1994,,
40963.00,4,9,0,29,43,69,0,0,1,0,0,1,2,0,0,36,2,102,0,0,0,1,0,8,0,19,1,2,0,0,81,0,0,187,13,198,1,105,0,0,1,0,914,35,0,0,0,29,0,45,1938,1981,,
